province;red;green;blue;name;
4880;146;140;73;x;
4881;125;99;203;x;
4882;10;72;46;x;
4883;96;79;240;x;
4884;139;218;135;x;
4885;218;150;182;x;
4886;226;59;65;x;
4887;220;21;153;x;
4888;233;136;170;x;
4889;140;162;141;x;
4890;5;138;176;x;
4891;216;0;159;x;
4892;225;250;136;x;
4893;35;212;33;x;
4894;139;116;139;x;
4895;107;133;183;x;
4896;166;186;84;x;
4897;160;3;71;x;
4898;204;141;88;x;
4899;8;213;146;x;
4900;9;15;105;x;
4901;216;201;58;x;
4902;91;59;204;x;
4903;104;233;79;x;
4904;201;126;225;x;
4905;66;183;72;x;
4906;97;166;4;x;
4907;53;30;169;x;
4908;113;136;214;x;
4909;28;22;13;x;
4910;123;197;177;x;
4911;112;253;81;x;
4912;142;75;7;x;
4913;62;188;132;x;
4914;84;145;141;x;
4915;230;236;161;x;
4916;125;62;179;x;
4917;9;241;58;x;
4918;7;43;110;x;
4919;232;227;13;x;
4920;92;230;119;x;
4921;197;35;30;x;
4922;209;164;138;x;
4923;141;198;242;x;
4924;201;33;159;x;
4925;251;101;128;x;
4926;26;68;179;x;
4927;87;22;21;x;
4928;74;89;143;x;
4929;75;151;62;x;
4930;124;98;230;x;
4931;124;230;100;x;
4932;20;116;238;x;
4933;139;130;162;x;
4934;52;74;41;x;
4935;173;225;180;x;
4936;54;178;131;x;
4937;141;134;69;x;
4938;147;243;180;x;
4939;214;148;217;x;
4940;176;66;198;x;
4941;164;11;205;x;
4942;81;232;99;x;
4943;128;34;197;x;
4944;202;36;156;x;
4945;162;136;161;x;
4946;171;96;236;x;
4947;136;7;58;x;
4948;197;66;51;x;
4949;122;0;165;x;
4950;125;96;194;x;
4951;211;157;83;x;
4952;97;120;139;x;
4953;87;94;110;x;
4954;54;43;80;x;
4955;137;104;111;x;
4956;168;62;120;x;
4957;207;232;60;x;
4958;239;40;220;x;
4959;162;115;10;x;
4960;247;252;143;x;
4961;65;3;44;x;
4962;14;244;237;x;
4963;168;48;12;x;
4964;165;216;245;x;
4965;24;90;31;x;
4966;144;88;212;x;
4967;206;251;4;x;
4968;35;248;0;x;
4969;96;237;151;x;
4970;159;184;203;x;
4971;132;235;11;x;
4972;195;111;174;x;
4973;6;255;178;x;
4974;54;9;76;x;
4975;180;252;41;x;
4976;39;118;249;x;
4977;177;214;0;x;
4978;42;207;51;x;
4979;217;182;244;x;
4980;235;173;92;x;
4981;186;202;164;x;
4982;51;151;57;x;
4983;87;232;48;x;
4984;128;160;224;x;
4985;183;53;207;x;
4986;64;49;192;x;
4987;118;80;98;x;
4988;109;160;176;x;
4989;217;151;94;x;
4990;175;113;150;x;
4991;61;99;163;x;
4992;217;0;185;x;
4993;136;53;2;x;
4994;125;192;244;x;
4995;194;206;105;x;
4996;11;80;33;x;
4997;121;81;167;x;
4998;93;146;116;x;
4999;233;117;25;x;
5000;166;144;155;x;
5001;177;77;53;x;
5002;77;41;74;x;
5003;55;189;58;x;
5004;8;178;221;x;
5005;168;9;33;x;
5006;97;119;133;x;
5007;146;240;216;x;
5008;249;81;43;x;
5009;109;54;36;x;
5010;223;81;218;x;
5011;126;220;53;x;
5012;254;88;93;x;
5013;50;94;254;x;
5014;89;72;117;x;
5015;191;6;90;x;
5016;249;162;251;x;
5017;137;158;235;x;
5018;64;52;18;x;
5019;186;173;217;x;
5020;224;168;106;x;
5021;210;244;89;x;
5022;207;220;19;x;
5023;7;107;213;x;
5024;185;187;179;x;
5025;6;40;126;x;
5026;109;50;99;x;
5027;159;196;151;x;
5028;36;27;217;x;
5029;26;39;77;x;
5030;210;184;44;x;
5031;123;33;117;x;
5032;139;237;6;x;
5033;32;199;41;x;
5034;92;23;109;x;
5035;248;87;135;x;
5036;151;78;208;x;
5037;17;59;165;x;
5038;199;98;35;x;
5039;9;112;194;x;
5040;19;57;163;x;
5041;52;77;210;x;
5042;215;238;225;x;
5043;214;15;45;x;
5044;215;45;172;x;
5045;127;195;118;x;
5046;114;17;59;x;
5047;246;227;213;x;
5048;37;111;249;x;
5049;251;179;82;x;
5050;197;102;94;x;
5051;167;241;142;x;
5052;205;88;113;x;
5053;195;180;108;x;
5054;37;248;221;x;
5055;115;117;59;x;
5056;128;150;119;x;
5057;9;169;170;x;
5058;218;107;83;x;
5059;214;94;23;x;
5060;153;221;152;x;
5061;39;183;103;x;
5062;29;190;222;x;
5063;58;220;72;x;
5064;16;243;129;x;
5065;133;208;77;x;
5066;132;5;163;x;
5067;207;79;39;x;
5068;217;181;124;x;
5069;161;65;48;x;
5070;232;109;21;x;
5071;58;230;115;x;
5072;148;131;117;x;
5073;250;206;44;x;
5074;115;231;191;x;
5075;101;235;232;x;
5076;80;102;17;x;
5077;203;136;2;x;
5078;138;224;26;x;
5079;197;219;42;x;
5080;125;208;203;x;
5081;112;189;193;x;
5082;250;92;130;x;
5083;98;74;10;x;
5084;202;151;123;x;
5085;162;178;4;x;
5086;240;25;195;x;
5087;28;197;252;x;
5088;58;26;90;x;
5089;95;147;245;x;
5090;137;57;83;x;
5091;107;19;6;x;
5092;43;26;209;x;
5093;186;39;112;x;
5094;219;212;48;x;
5095;76;106;26;x;
5096;82;18;190;x;
5097;93;77;23;x;
5098;74;126;247;x;
5099;232;167;161;x;
5100;179;163;213;x;
5101;141;252;221;x;
5102;46;49;75;x;
5103;65;69;68;x;
5104;175;106;227;x;
5105;76;178;63;x;
5106;142;167;162;x;
5107;122;81;13;x;
5108;113;253;222;x;
5109;139;102;104;x;
5110;5;238;3;x;
5111;190;34;131;x;
5112;172;255;114;x;
5113;89;172;81;x;
5114;29;86;244;x;
5115;42;27;154;x;
5116;170;86;207;x;
5117;193;85;25;x;
5118;112;251;51;x;
5119;81;249;103;x;
5120;30;151;245;x;
5121;209;78;54;x;
5122;249;119;133;x;
5123;4;213;79;x;
5124;39;85;169;x;
5125;218;203;166;x;
5126;14;110;100;x;
5127;67;70;195;x;
5128;19;162;68;x;
5129;226;104;12;x;
5130;223;237;69;x;
5131;84;173;117;x;
5132;63;222;35;x;
5133;42;95;147;x;
5134;116;122;27;x;
5135;23;112;19;x;
5136;195;160;42;x;
5137;160;131;24;x;
5138;17;74;135;x;
5139;138;26;183;x;
5140;50;237;211;x;
5141;218;143;212;x;
5142;94;244;116;x;
5143;230;209;205;x;
5144;187;209;249;x;
5145;96;84;155;x;
5146;185;49;151;x;
5147;233;180;93;x;
5148;212;57;183;x;
5149;90;36;80;x;
5150;125;133;58;x;
5151;10;86;181;x;
5152;240;8;206;x;
5153;98;3;233;x;
5154;221;160;108;x;
5155;203;183;8;x;
5156;98;86;120;x;
5157;117;93;77;x;
5158;115;145;123;x;
5159;195;129;34;x;
5160;64;198;0;x;
5161;254;180;150;x;
5162;34;93;2;x;
5163;151;137;77;x;
5164;244;138;105;x;
5165;251;140;80;x;
5166;143;201;79;x;
5167;244;129;120;x;
5168;221;157;98;x;
5169;39;143;31;x;
5170;41;40;6;x;
5171;222;239;117;x;
5172;255;176;188;x;
5173;184;212;108;x;
5174;129;183;244;x;
5175;146;59;221;x;
5176;195;4;137;x;
5177;162;54;67;x;
5178;118;41;202;x;
5179;212;81;127;x;
5180;245;217;23;x;
5181;51;182;143;x;
5182;162;233;254;x;
5183;247;231;77;x;
5184;249;217;148;x;
5185;56;107;214;x;
5186;253;221;103;x;
5187;88;31;56;x;
5188;151;107;11;x;
5189;212;59;208;x;
5190;174;58;230;x;
5191;98;127;76;x;
5192;123;183;54;x;
5193;231;223;212;x;
5194;116;227;92;x;
5195;167;74;231;x;
5196;0;233;43;x;
5197;13;230;64;x;
5198;125;49;181;x;
5199;48;168;9;x;
5200;107;111;160;x;
5201;2;60;105;x;
5202;141;81;93;x;
5203;150;25;163;x;
5204;50;66;24;x;
5205;133;221;184;x;
5206;194;210;154;x;
5207;41;13;105;x;
5208;46;75;219;x;
5209;58;99;246;x;
5210;32;163;229;x;
5211;118;112;81;x;
5212;177;33;9;x;
5213;251;187;19;x;
5214;86;18;123;x;
5215;173;9;241;x;
5216;110;210;31;x;
5217;68;211;221;x;
5218;214;96;68;x;
5219;142;180;131;x;
5220;7;181;87;x;
5221;24;138;46;x;
5222;177;227;110;x;
5223;89;82;219;x;
5224;40;198;233;x;
5225;120;153;94;x;
5226;133;56;136;x;
5227;227;116;203;x;
5228;33;75;121;x;
5229;41;234;65;x;
5230;66;111;242;x;
5231;76;31;232;x;
5232;104;98;115;x;
5233;162;172;188;x;
5234;7;97;155;x;
5235;147;97;225;x;
5236;7;123;52;x;
5237;230;83;17;x;
5238;187;28;234;x;
5239;229;80;61;x;
5240;189;30;184;x;
5241;238;161;213;x;
5242;155;96;186;x;
5243;207;230;227;x;
5244;82;62;114;x;
5245;138;106;43;x;
5246;147;100;112;x;
5247;234;28;108;x;
5248;205;226;37;x;
5249;174;36;95;x;
5250;47;40;75;x;
5251;254;104;120;x;
5252;145;129;235;x;
5253;167;146;9;x;
5254;178;96;204;x;
5255;122;210;84;x;
5256;28;227;144;x;
5257;75;65;223;x;
5258;86;142;78;x;
5259;52;145;128;x;
5260;68;137;38;x;
5261;245;184;23;x;
5262;241;178;23;x;
5263;205;127;31;x;
5264;193;158;58;x;
5265;158;56;142;x;
5266;54;134;58;x;
5267;124;54;163;x;
5268;17;42;68;x;
5269;119;203;163;x;
5270;208;74;83;x;
5271;113;121;36;x;
5272;61;159;49;x;
5273;236;214;235;x;
5274;49;217;2;x;
5275;10;230;96;x;
5276;139;141;135;x;
5277;137;246;35;x;
5278;164;107;84;x;
5279;114;171;121;x;
5280;30;172;99;x;
5281;80;237;75;x;
5282;192;154;68;x;
5283;144;110;250;x;
5284;215;171;117;x;
5285;84;79;36;x;
5286;214;127;123;x;
5287;200;122;193;x;
5288;81;53;237;x;
5289;188;115;227;x;
5290;65;196;16;x;
5291;159;136;31;x;
5292;133;247;78;x;
5293;156;161;56;x;
5294;150;85;75;x;
5295;153;159;205;x;
5296;173;177;172;x;
5297;107;183;193;x;
5298;25;218;199;x;
5299;9;30;151;x;
5300;201;131;191;x;
5301;239;115;184;x;
5302;41;229;31;x;
5303;111;220;26;x;
5304;66;90;207;x;
5305;0;149;34;x;
5306;81;241;70;x;
5307;74;53;25;x;
5308;142;234;180;x;
5309;252;10;5;x;
5310;228;144;143;x;
5311;213;249;60;x;
5312;10;98;227;x;
5313;14;179;163;x;
5314;148;114;23;x;
5315;16;66;168;x;
5316;205;239;126;x;
5317;135;7;33;x;
5318;33;22;209;x;
5319;183;131;161;x;
5320;159;139;242;x;
5321;52;134;44;x;
5322;229;240;189;x;
5323;201;188;106;x;
5324;139;211;21;x;
5325;60;133;145;x;
5326;75;110;214;x;
5327;14;103;200;x;
5328;190;44;142;x;
5329;141;242;172;x;
5330;181;219;218;x;
5331;95;158;229;x;
5332;38;245;78;x;
5333;125;202;162;x;
5334;78;5;101;x;
5335;181;86;155;x;
5336;5;153;230;x;
5337;191;111;166;x;
5338;201;180;151;x;
5339;223;98;97;x;
5340;120;3;231;x;
5341;43;236;146;x;
5342;147;242;197;x;
5343;249;92;221;x;
5344;240;218;61;x;
5345;116;20;237;x;
5346;44;12;146;x;
5347;142;163;32;x;
5348;221;18;75;x;
5349;116;18;115;x;
5350;96;106;221;x;
5351;227;35;85;x;
5352;32;207;145;x;
5353;3;115;80;x;
5354;114;98;229;x;
5355;60;211;233;x;
5356;31;76;44;x;
5357;115;124;74;x;
5358;58;16;221;x;
5359;48;85;129;x;
5360;80;177;38;x;
5361;93;21;27;x;
5362;152;10;191;x;
5363;122;172;3;x;
5364;203;137;73;x;
5365;90;135;133;x;
5366;233;165;205;x;
5367;28;122;78;x;
5368;204;38;170;x;
5369;167;84;204;x;
5370;50;169;216;x;
5371;209;7;144;x;
5372;129;219;231;x;
5373;252;207;25;x;
5374;21;195;95;x;
5375;208;224;209;x;
5376;144;238;82;x;
5377;226;42;73;x;
5378;59;20;202;x;
5379;244;73;117;x;
5380;186;116;147;x;
5381;125;93;6;x;
5382;157;24;217;x;
5383;56;57;162;x;
5384;120;4;80;x;
5385;80;77;17;x;
5386;198;74;235;x;
5387;125;76;63;x;
5388;21;242;246;x;
5389;79;48;197;x;
5390;227;222;186;x;
5391;5;46;235;x;
5392;164;186;99;x;
5393;76;18;50;x;
5394;93;155;35;x;
5395;250;56;77;x;
5396;254;49;69;x;
5397;152;125;64;x;
5398;249;73;176;x;
5399;150;58;178;x;
5400;73;88;146;x;
5401;62;233;221;x;
5402;198;154;113;x;
5403;114;93;237;x;
5404;193;150;181;x;
5405;47;184;199;x;
5406;77;46;99;x;
5407;113;235;125;x;
5408;90;14;223;x;
5409;142;117;200;x;
5410;207;97;31;x;
5411;27;123;153;x;
5412;102;100;157;x;
5413;100;30;146;x;
5414;19;155;127;x;
5415;82;143;28;x;
5416;80;160;121;x;
5417;58;27;161;x;
5418;123;38;115;x;
5419;107;135;199;x;
5420;108;89;82;x;
5421;112;217;156;x;
5422;253;142;16;x;
5423;64;83;74;x;
5424;233;18;215;x;
5425;193;176;199;x;
5426;159;52;109;x;
5427;121;53;64;x;
5428;83;159;89;x;
5429;236;56;243;x;
5430;93;97;158;x;
5431;237;82;11;x;
5432;88;66;86;x;
5433;49;193;99;x;
5434;226;26;174;x;
5435;96;165;255;x;
5436;18;243;38;x;
5437;34;66;196;x;
5438;65;69;140;x;
5439;183;23;44;x;
5440;227;236;247;x;
5441;103;158;242;x;
5442;140;73;42;x;
5443;238;217;242;x;
5444;173;177;175;x;
5445;184;213;36;x;
5446;87;131;84;x;
5447;32;30;100;x;
5448;222;237;88;x;
5449;102;29;136;x;
5450;70;31;6;x;
5451;94;64;217;x;
5452;99;73;166;x;
5453;19;28;182;x;
5454;110;147;73;x;
5455;25;207;45;x;
5456;151;100;193;x;
5457;16;80;196;x;
5458;120;149;132;x;
5459;125;71;142;x;
5460;97;132;110;x;
5461;155;22;94;x;
5462;236;224;47;x;
5463;43;155;152;x;
5464;147;120;0;x;
5465;144;240;156;x;
5466;224;106;110;x;
5467;152;59;254;x;
5468;236;160;34;x;
5469;199;198;117;x;
5470;148;80;100;x;
5471;150;134;225;x;
5472;222;37;127;x;
5473;167;73;214;x;
5474;82;108;47;x;
5475;185;221;64;x;
5476;131;23;139;x;
5477;245;83;107;x;
5478;220;13;86;x;
5479;162;145;92;x;
5480;255;66;198;x;
5481;2;117;74;x;
5482;231;138;8;x;
5483;135;148;212;x;
5484;11;248;124;x;
5485;92;109;243;x;
5486;115;117;224;x;
5487;121;47;136;x;
5488;198;217;174;x;
5489;249;119;155;x;
5490;223;73;204;x;
5491;112;66;252;x;
5492;171;219;5;x;
5493;135;93;114;x;
5494;81;163;208;x;
5495;184;221;108;x;
5496;134;186;119;x;
5497;58;98;161;x;
5498;130;129;202;x;
5499;16;33;41;x;
5500;252;153;95;x;
5501;27;19;32;x;
5502;239;208;151;x;
5503;87;184;104;x;
5504;129;3;8;x;
5505;170;106;87;x;
5506;130;81;114;x;
5507;74;248;157;x;
5508;89;227;220;x;
5509;198;59;219;x;
5510;50;31;130;x;
5511;196;242;167;x;
5512;166;99;199;x;
5513;159;93;88;x;
5514;125;191;30;x;
5515;194;60;137;x;
5516;134;248;191;x;
5517;19;8;133;x;
5518;80;160;21;x;
5519;198;74;28;x;
5520;59;237;161;x;
5521;5;179;214;x;
5522;189;157;202;x;
5523;238;9;14;x;
5524;228;154;213;x;
5525;225;41;100;x;
5526;128;89;22;x;
5527;181;76;126;x;
5528;217;37;244;x;
5529;190;209;138;x;
5530;216;18;124;x;
5531;207;161;178;x;
5532;163;74;77;x;
5533;184;184;102;x;
5534;36;7;234;x;
5535;237;166;47;x;
5536;136;239;88;x;
5537;88;132;55;x;
5538;27;77;124;x;
5539;34;214;39;x;
5540;211;25;234;x;
5541;13;84;64;x;
5542;252;95;98;x;
5543;20;224;227;x;
5544;163;4;170;x;
5545;62;133;244;x;
5546;230;189;30;x;
5547;243;202;91;x;
5548;131;91;246;x;
5549;178;53;11;x;
5550;186;190;39;x;
5551;131;9;240;x;
5552;4;158;34;x;
5553;149;72;91;x;
5554;133;204;196;x;
5555;232;248;166;x;
5556;177;125;10;x;
5557;127;85;180;x;
5558;29;160;41;x;
5559;193;171;71;x;
5560;112;55;195;x;
5561;143;220;139;x;
5562;74;216;241;x;
5563;185;122;159;x;
5564;200;47;113;x;
5565;21;112;170;x;
5566;35;159;211;x;
5567;160;147;197;x;
5568;66;34;106;x;
5569;157;140;36;x;
5570;36;216;203;x;
5571;1;95;52;x;
5572;182;134;204;x;
5573;220;161;22;x;
5574;53;2;10;x;
5575;83;178;233;x;
5576;193;0;181;x;
5577;181;12;143;x;
5578;138;56;88;x;
5579;170;240;108;x;
5580;91;102;97;x;
5581;224;188;164;x;
5582;9;99;64;x;
5583;184;157;248;x;
5584;149;20;115;x;
5585;198;68;109;x;
5586;255;183;186;x;
5587;132;61;156;x;
5588;178;253;182;x;
5589;57;138;203;x;
5590;98;117;213;x;
5591;12;91;212;x;
5592;159;18;22;x;
5593;6;62;10;x;
5594;149;31;229;x;
5595;100;236;34;x;
5596;151;191;184;x;
5597;34;158;236;x;
5598;133;62;14;x;
5599;25;156;72;x;
5600;115;1;198;x;
5601;190;166;181;x;
5602;120;119;59;x;
5603;98;55;141;x;
5604;9;50;32;x;
5605;198;72;195;x;
5606;126;9;56;x;
5607;200;180;238;x;
5608;227;0;108;x;
5609;103;211;104;x;
5610;70;88;227;x;
5611;59;88;196;x;
5612;151;165;127;x;
5613;36;88;53;x;
5614;137;193;89;x;
5615;53;197;224;x;
5616;216;198;191;x;
5617;91;45;120;x;
5618;142;2;189;x;
5619;45;140;230;x;
5620;56;186;169;x;
5621;247;73;117;x;
5622;242;81;135;x;
5623;205;162;204;x;
5624;171;230;10;x;
5625;67;203;210;x;
5626;25;232;43;x;
5627;132;231;8;x;
5628;92;109;57;x;
5629;223;111;94;x;
5630;22;143;121;x;
5631;218;93;61;x;
5632;60;27;155;x;
5633;184;60;50;x;
5634;138;52;174;x;
5635;94;157;160;x;
5636;11;38;155;x;
5637;173;33;179;x;
5638;233;220;134;x;
5639;133;89;244;x;
5640;140;149;36;x;
5641;253;225;142;x;
5642;89;157;101;x;
5643;167;186;81;x;
5644;14;248;150;x;
5645;2;47;222;x;
5646;99;81;45;x;
5647;164;66;167;x;
5648;180;146;208;x;
5649;250;163;174;x;
5650;27;193;57;x;
5651;138;130;95;x;
5652;137;142;182;x;
5653;127;24;194;x;
5654;226;142;14;x;
5655;159;150;54;x;
5656;79;45;251;x;
5657;168;17;24;x;
5658;68;70;37;x;
5659;12;4;46;x;
5660;231;216;17;x;
5661;59;218;148;x;
5662;78;57;128;x;
5663;123;15;134;x;
5664;190;129;94;x;
5665;253;58;18;x;
5666;206;220;96;x;
5667;225;22;107;x;
5668;87;60;120;x;
5669;96;71;244;x;
5670;77;100;67;x;
5671;64;20;74;x;
5672;78;48;188;x;
5673;231;64;182;x;
5674;202;96;156;x;
5675;160;51;201;x;
5676;169;246;137;x;
5677;50;244;195;x;
5678;69;12;242;x;
5679;120;4;28;x;
5680;65;238;162;x;
5681;183;58;139;x;
5682;251;42;155;x;
5683;223;26;28;x;
5684;81;158;65;x;
5685;251;249;231;x;
5686;156;174;249;x;
5687;199;202;212;x;
5688;44;45;79;x;
5689;200;138;188;x;
5690;141;60;63;x;
5691;120;176;239;x;
5692;144;216;21;x;
5693;209;223;43;x;
5694;142;121;49;x;
5695;155;20;104;x;
5696;202;86;122;x;
5697;180;81;173;x;
5698;47;96;76;x;
5699;193;142;250;x;
5700;19;195;151;x;
5701;74;64;57;x;
5702;74;94;19;x;
5703;123;40;228;x;
5704;147;76;210;x;
5705;212;83;70;x;
5706;202;54;3;x;
5707;36;27;157;x;
5708;205;244;247;x;
5709;195;86;248;x;
5710;187;242;5;x;
5711;162;226;255;x;
5712;248;42;73;x;
5713;91;23;105;x;
5714;58;176;52;x;
5715;183;128;240;x;
5716;31;180;220;x;
5717;51;206;178;x;
5718;4;70;176;x;
5719;169;161;82;x;
5720;7;182;69;x;
5721;98;117;45;x;
5722;4;215;37;x;
5723;174;196;233;x;
5724;77;133;119;x;
5725;25;237;191;x;
5726;73;27;107;x;
5727;228;54;14;x;
5728;75;130;101;x;
5729;255;27;253;x;
5730;220;110;253;x;
5731;34;7;217;x;
5732;150;98;98;x;
5733;242;35;136;x;
5734;251;79;38;x;
5735;248;189;73;x;
5736;30;145;116;x;
5737;138;178;170;x;
5738;47;171;129;x;
5739;113;197;244;x;
5740;142;90;77;x;
5741;73;179;3;x;
5742;236;21;230;x;
5743;244;243;183;x;
5744;181;37;37;x;
5745;216;12;5;x;
5746;166;170;172;x;
5747;22;199;37;x;
5748;114;178;197;x;
5749;235;150;164;x;
5750;90;210;58;x;
5751;4;98;180;x;
5752;212;121;46;x;
5753;96;181;203;x;
5754;80;218;127;x;
5755;252;135;123;x;
5756;77;221;36;x;
5757;164;83;140;x;
5758;247;221;10;x;
5759;14;161;30;x;
5760;169;158;115;x;
5761;26;43;95;x;
5762;241;174;56;x;
5763;52;187;92;x;
5764;49;253;77;x;
5765;228;209;42;x;
5766;90;246;176;x;
5767;157;167;202;x;
5768;102;92;97;x;
5769;229;180;90;x;
5770;203;118;17;x;
5771;205;199;30;x;
5772;224;41;95;x;
5773;209;174;30;x;
5774;23;141;36;x;
5775;208;237;198;x;
5776;69;9;199;x;
5777;95;190;1;x;
5778;137;68;15;x;
5779;113;121;102;x;
5780;156;97;236;x;
5781;33;4;63;x;
5782;192;185;228;x;
5783;200;12;38;x;
5784;48;199;93;x;
5785;16;79;69;x;
5786;252;33;193;x;
5787;15;234;224;x;
5788;94;4;212;x;
5789;128;106;67;x;
5790;128;161;67;x;
5791;68;13;70;x;
5792;152;202;47;x;
5793;127;106;120;x;
5794;186;179;142;x;
5795;54;0;249;x;
5796;166;205;24;x;
5797;122;111;196;x;
5798;100;8;254;x;
5799;173;63;56;x;
5800;108;103;126;x;
5801;101;93;8;x;
5802;13;252;91;x;
5803;121;60;253;x;
5804;193;135;237;x;
5805;168;193;57;x;
5806;99;151;243;x;
5807;25;54;176;x;
5808;85;5;203;x;
5809;55;61;127;x;
5810;142;118;105;x;
5811;161;206;167;x;
5812;79;17;59;x;
5813;92;151;72;x;
5814;109;102;45;x;
5815;49;149;210;x;
5816;124;57;39;x;
5817;146;126;226;x;
5818;219;126;29;x;
5819;244;30;138;x;
5820;91;4;43;x;
5821;168;62;160;x;
5822;78;129;45;x;
5823;184;43;181;x;
5824;49;228;4;x;
5825;127;3;60;x;
5826;220;231;221;x;
5827;151;58;80;x;
5828;37;241;221;x;
5829;91;118;248;x;
5830;235;64;68;x;
5831;253;65;150;x;
5832;236;174;105;x;
5833;90;35;80;x;
5834;168;235;218;x;
5835;186;212;230;x;
5836;114;150;8;x;
5837;24;32;87;x;
5838;95;243;1;x;
5839;156;190;192;x;
5840;183;203;31;x;
5841;179;169;75;x;
5842;127;207;144;x;
5843;95;23;63;x;
5844;55;46;11;x;
5845;218;214;73;x;
5846;188;99;222;x;
5847;101;218;132;x;
5848;61;9;208;x;
5849;175;220;92;x;
5850;114;66;202;x;
5851;10;29;4;x;
5852;117;7;200;x;
5853;186;173;129;x;
5854;187;48;138;x;
5855;160;158;218;x;
5856;110;20;20;x;
5857;172;118;90;x;
5858;183;234;48;x;
5859;253;255;146;x;
5860;159;89;250;x;
5861;2;30;141;x;
5862;51;235;235;x;
5863;157;102;135;x;
5864;218;73;233;x;
5865;6;89;12;x;
5866;155;130;153;x;
5867;35;252;161;x;
5868;254;173;157;x;
5869;172;238;140;x;
5870;251;240;214;x;
5871;198;222;58;x;
5872;12;100;2;x;
5873;15;204;131;x;
5874;107;3;175;x;
5875;191;91;90;x;
5876;218;210;90;x;
5877;43;117;182;x;
5878;142;217;238;x;
5879;108;21;62;x;
5880;27;113;182;x;
5881;19;193;53;x;
5882;138;49;149;x;
5883;136;26;213;x;
5884;54;3;6;x;
5885;63;176;119;x;
5886;37;178;79;x;
5887;53;131;134;x;
5888;35;2;209;x;
5889;90;42;212;x;
5890;48;180;182;x;
5891;62;119;75;x;
5892;227;231;2;x;
5893;92;255;191;x;
5894;110;73;19;x;
5895;233;102;88;x;
5896;224;50;132;x;
5897;188;130;130;x;
5898;154;37;58;x;
5899;2;174;118;x;
5900;67;255;51;x;
5901;217;157;186;x;
5902;139;230;240;x;
5903;227;46;250;x;
5904;177;42;157;x;
5905;233;45;255;x;
5906;158;230;201;x;
5907;181;155;115;x;
5908;123;134;11;x;
5909;238;147;215;x;
5910;10;244;231;x;
5911;119;158;105;x;
5912;243;61;148;x;
5913;194;244;43;x;
5914;52;235;155;x;
5915;215;151;156;x;
5916;76;18;160;x;
5917;68;163;59;x;
5918;123;63;80;x;
5919;191;178;25;x;
5920;17;194;71;x;
5921;241;189;69;x;
5922;177;218;118;x;
5923;222;62;196;x;
5924;202;42;159;x;
5925;162;172;238;x;
5926;38;220;210;x;
5927;125;170;136;x;
5928;40;215;41;x;
5929;153;138;214;x;
5930;237;92;24;x;
5931;45;19;178;x;
5932;145;30;116;x;
5933;150;187;128;x;
5934;69;8;149;x;
5935;90;31;110;x;
5936;132;238;241;x;
5937;51;210;114;x;
5938;4;178;1;x;
5939;54;165;232;x;
5940;39;8;195;x;
5941;60;98;130;x;
5942;18;240;26;x;
5943;18;99;213;x;
5944;81;55;140;x;
5945;46;19;254;x;
5946;64;199;4;x;
5947;226;80;135;x;
5948;122;142;249;x;
5949;202;191;91;x;
5950;106;14;211;x;
5951;162;241;232;x;
5952;223;24;35;x;
5953;154;74;197;x;
5954;88;186;249;x;
5955;6;106;170;x;
5956;144;186;20;x;
5957;164;98;18;x;
5958;45;142;202;x;
5959;6;78;152;x;
5960;223;30;89;x;
5961;158;53;16;x;
5962;42;95;221;x;
5963;168;234;49;x;
5964;77;248;20;x;
5965;191;48;69;x;
5966;120;136;224;x;
5967;227;14;163;x;
5968;130;42;142;x;
5969;64;78;203;x;
5970;98;59;201;x;
5971;17;130;249;x;
5972;185;53;228;x;
5973;136;214;201;x;
5974;182;174;189;x;
5975;216;109;18;x;
5976;75;100;115;x;
5977;67;119;39;x;
5978;123;198;138;x;
5979;82;12;77;x;
5980;50;29;230;x;
5981;238;169;239;x;
5982;108;51;101;x;
5983;77;193;88;x;
5984;226;139;147;x;
5985;1;75;30;x;
5986;44;139;129;x;
5987;216;101;44;x;
5988;150;162;240;x;
5989;1;197;172;x;
5990;142;156;169;x;
5991;244;86;254;x;
5992;232;122;31;x;
5993;50;60;151;x;
5994;162;34;105;x;
5995;145;53;209;x;
5996;220;97;142;x;
5997;20;175;48;x;
5998;207;208;178;x;
5999;149;111;53;x;
6000;167;152;115;x;
6001;47;57;198;x;
6002;105;208;18;x;
6003;65;13;71;x;
6004;55;121;192;x;
6005;230;237;7;x;
6006;194;190;162;x;
6007;191;70;108;x;
6008;77;75;203;x;
6009;138;105;161;x;
6010;43;136;238;x;
6011;138;199;217;x;
6012;106;143;83;x;
6013;233;137;54;x;
6014;34;8;248;x;
6015;126;20;70;x;
6016;104;218;20;x;
6017;58;217;123;x;
6018;178;46;21;x;
6019;105;222;248;x;
6020;230;154;250;x;
6021;170;91;196;x;
6022;220;79;90;x;
6023;243;96;34;x;
6024;226;248;156;x;
6025;87;75;200;x;
6026;185;186;106;x;
6027;255;106;58;x;
6028;194;161;254;x;
6029;249;95;111;x;
6030;78;178;166;x;
6031;116;16;169;x;
6032;252;63;231;x;
6033;250;231;188;x;
6034;25;24;36;x;
6035;69;96;23;x;
6036;185;215;107;x;
6037;110;184;139;x;
6038;181;155;114;x;
6039;82;46;101;x;
6040;170;75;91;x;
6041;194;234;9;x;
6042;40;74;223;x;
6043;83;92;52;x;
6044;134;132;164;x;
